Directory,URICount,Category,TotalURIs
2011-05,1,Bitbucket,3345
2014-10,4525,Total,4525
2014-10,1245,OADS,4525
2014-10,3124,NonOADS,4525
2014-10,45,SourceForge,4525
2014-10,98,GitHub,4525
2014-10,0,GitLab,4525
2014-10,13,Bitbucket,4525
2015-02,5627,Total,5627
2015-02,1510,OADS,5627
2015-02,3918,NonOADS,5627
2015-02,39,SourceForge,5627
2015-02,144,GitHub,5627
2015-02,0,GitLab,5627
2015-02,16,Bitbucket,5627
2020-07,14751,Total,14751
2020-07,3047,OADS,14751
2020-07,9165,NonOADS,14751
2020-07,36,SourceForge,14751
2020-07,2306,GitHub,14751
2020-07,177,GitLab,14751
2020-07,20,Bitbucket,14751
2015-09,3201,Total,3201
2015-09,877,OADS,3201
2015-09,2193,NonOADS,3201
2015-09,14,SourceForge,3201
2015-09,106,GitHub,3201
2015-09,0,GitLab,3201
2015-09,11,Bitbucket,3201
2007-09,1866,Total,1866
2007-09,498,OADS,1866
2007-09,1357,NonOADS,1866
2007-09,11,SourceForge,1866
2007-09,0,GitHub,1866
2007-09,0,GitLab,1866
2007-09,0,Bitbucket,1866
2021-08,20706,Total,20706
2021-08,3581,OADS,20706
2021-08,13908,NonOADS,20706
2021-08,33,SourceForge,20706
2021-08,3123,GitHub,20706
2021-08,35,GitLab,20706
2021-08,26,Bitbucket,20706
2019-09,10107,Total,10107
2019-09,2294,OADS,10107
2019-09,6277,NonOADS,10107
2019-09,43,SourceForge,10107
2019-09,1463,GitHub,10107
2019-09,13,GitLab,10107
2019-09,17,Bitbucket,10107
2017-08,7116,Total,7116
2017-08,1708,OADS,7116
2017-08,4566,NonOADS,7116
2017-08,22,SourceForge,7116
2017-08,797,GitHub,7116
2017-08,6,GitLab,7116
2017-08,17,Bitbucket,7116
2009-08,2104,Total,2104
2009-08,599,OADS,2104
2009-08,1489,NonOADS,2104
2009-08,16,SourceForge,2104
2009-08,0,GitHub,2104
2009-08,0,GitLab,2104
2009-08,0,Bitbucket,2104
2015-05,5726,Total,5726
2015-05,1475,OADS,5726
2015-05,4020,NonOADS,5726
2015-05,38,SourceForge,5726
2015-05,176,GitHub,5726
2015-05,4,GitLab,5726
2015-05,13,Bitbucket,5726
2010-10,2950,Total,2950
2010-10,745,OADS,2950
2010-10,2184,NonOADS,2950
2010-10,21,SourceForge,2950
2010-10,0,GitHub,2950
2010-10,0,GitLab,2950
2010-10,0,Bitbucket,2950
2021-12,21494,Total,21494
2021-12,3708,OADS,21494
2021-12,14175,NonOADS,21494
2021-12,21,SourceForge,21494
2021-12,3520,GitHub,21494
2021-12,39,GitLab,21494
2021-12,31,Bitbucket,21494
2011-02,3036,Total,3036
2011-02,753,OADS,3036
2011-02,2255,NonOADS,3036
2011-02,25,SourceForge,3036
2011-02,3,GitHub,3036
2011-02,0,GitLab,3036
2011-02,0,Bitbucket,3036
2018-01,1,Total,1
2018-01,0,OADS,1
2018-01,1,NonOADS,1
2018-01,0,SourceForge,1
2018-01,0,GitHub,1
2018-01,0,GitLab,1
2018-01,0,Bitbucket,1
2021-04,21011,Total,21011
2021-04,3602,OADS,21011
2021-04,13767,NonOADS,21011
2021-04,51,SourceForge,21011
2021-04,3519,GitHub,21011
2021-04,43,GitLab,21011
2021-04,29,Bitbucket,21011
2007-05,1669,Total,1669
2007-05,426,OADS,1669
2007-05,1235,NonOADS,1669
2007-05,8,SourceForge,1669
2007-05,0,GitHub,1669
2007-05,0,GitLab,1669
2007-05,0,Bitbucket,1669
2014-01,4962,Total,4962
2014-01,1324,OADS,4962
2014-01,3535,NonOADS,4962
2014-01,40,SourceForge,4962
2014-01,60,GitHub,4962
2014-01,0,GitLab,4962
2014-01,3,Bitbucket,4962
2019-05,14390,Total,14390
2019-05,2955,OADS,14390
2019-05,9374,NonOADS,14390
2019-05,37,SourceForge,14390
2019-05,1977,GitHub,14390
2019-05,24,GitLab,14390
2019-05,23,Bitbucket,14390
2010-06,3270,Total,3270
2010-06,898,OADS,3270
2010-06,2347,NonOADS,3270
2010-06,24,SourceForge,3270
2010-06,0,GitHub,3270
2010-06,0,GitLab,3270
2010-06,1,Bitbucket,3270
2012-11,4067,Total,4067
2012-11,1127,OADS,4067
2012-11,2866,NonOADS,4067
2012-11,37,SourceForge,4067
2012-11,35,GitHub,4067
2012-11,0,GitLab,4067
2012-11,2,Bitbucket,4067
2017-04,7937,Total,7937
2017-04,1933,OADS,7937
2017-04,5357,NonOADS,7937
2017-04,41,SourceForge,7937
2017-04,587,GitHub,7937
2017-04,1,GitLab,7937
2017-04,18,Bitbucket,7937
2009-04,2114,Total,2114
2009-04,518,OADS,2114
2009-04,1577,NonOADS,2114
2009-04,19,SourceForge,2114
2009-04,0,GitHub,2114
2009-04,0,GitLab,2114
2009-04,0,Bitbucket,2114
2013-03,3142,Total,3142
2013-03,894,OADS,3142
2013-03,2193,NonOADS,3142
2013-03,26,SourceForge,3142
2013-03,29,GitHub,3142
2013-03,0,GitLab,3142
2013-03,0,Bitbucket,3142
2009-12,3106,Total,3106
2009-12,819,OADS,3106
2009-12,2267,NonOADS,3106
2009-12,20,SourceForge,3106
2009-12,0,GitHub,3106
2009-12,0,GitLab,3106
2009-12,0,Bitbucket,3106
2012-07,4327,Total,4327
2012-07,1266,OADS,4327
2012-07,2998,NonOADS,4327
2012-07,46,SourceForge,4327
2012-07,15,GitHub,4327
2012-07,0,GitLab,4327
2012-07,2,Bitbucket,4327
2017-12,6997,Total,6997
2017-12,1654,OADS,6997
2017-12,4657,NonOADS,6997
2017-12,28,SourceForge,6997
2017-12,636,GitHub,6997
2017-12,3,GitLab,6997
2017-12,19,Bitbucket,6997
2012-06,4407,Total,4407
2012-06,1192,OADS,4407
2012-06,3163,NonOADS,4407
2012-06,39,SourceForge,4407
2012-06,13,GitHub,4407
2012-06,0,GitLab,4407
2012-06,0,Bitbucket,4407
2008-01,2015,Total,2015
2008-01,494,OADS,2015
2008-01,1509,NonOADS,2015
2008-01,12,SourceForge,2015
2008-01,0,GitHub,2015
2008-01,0,GitLab,2015
2008-01,0,Bitbucket,2015
2016-01,5650,Total,5650
2016-01,1555,OADS,5650
2016-01,3799,NonOADS,5650
2016-01,40,SourceForge,5650
2016-01,246,GitHub,5650
2016-01,1,GitLab,5650
2016-01,9,Bitbucket,5650
2009-05,2223,Total,2223
2009-05,591,OADS,2223
2009-05,1617,NonOADS,2223
2009-05,15,SourceForge,2223
2009-05,0,GitHub,2223
2009-05,0,GitLab,2223
2009-05,0,Bitbucket,2223
2013-02,4335,Total,4335
2013-02,1173,OADS,4335
2013-02,3115,NonOADS,4335
2013-02,21,SourceForge,4335
2013-02,19,GitHub,4335
2013-02,0,GitLab,4335
2013-02,7,Bitbucket,4335
2012-10,4884,Total,4884
2012-10,1400,OADS,4884
2012-10,3390,NonOADS,4884
2012-10,57,SourceForge,4884
2012-10,35,GitHub,4884
2012-10,0,GitLab,4884
2012-10,2,Bitbucket,4884
2017-05,6694,Total,6694
2017-05,1602,OADS,6694
2017-05,4449,NonOADS,6694
2017-05,28,SourceForge,6694
2017-05,596,GitHub,6694
2017-05,2,GitLab,6694
2017-05,17,Bitbucket,6694
2015-12,4343,Total,4343
2015-12,1148,OADS,4343
2015-12,3007,NonOADS,4343
2015-12,28,SourceForge,4343
2015-12,154,GitHub,4343
2015-12,0,GitLab,4343
2015-12,6,Bitbucket,4343
2019-04,9091,Total,9091
2019-04,2063,OADS,9091
2019-04,5746,NonOADS,9091
2019-04,31,SourceForge,9091
2019-04,1202,GitHub,9091
2019-04,20,GitLab,9091
2019-04,29,Bitbucket,9091
2010-07,2688,Total,2688
2010-07,751,OADS,2688
2010-07,1913,NonOADS,2688
2010-07,23,SourceForge,2688
2010-07,0,GitHub,2688
2010-07,0,GitLab,2688
2010-07,1,Bitbucket,2688
2007-04,1714,Total,1714
2007-04,453,OADS,1714
2007-04,1245,NonOADS,1714
2007-04,16,SourceForge,1714
2007-04,0,GitHub,1714
2007-04,0,GitLab,1714
2007-04,0,Bitbucket,1714
2021-05,14929,Total,14929
2021-05,2933,OADS,14929
2021-05,9705,NonOADS,14929
2021-05,33,SourceForge,14929
2021-05,2209,GitHub,14929
2021-05,23,GitLab,14929
2021-05,26,Bitbucket,14929
2011-03,3234,Total,3234
2011-03,815,OADS,3234
2011-03,2369,NonOADS,3234
2011-03,49,SourceForge,3234
2011-03,1,GitHub,3234
2011-03,0,GitLab,3234
2011-03,0,Bitbucket,3234
2007-12,2034,Total,2034
2007-12,518,OADS,2034
2007-12,1509,NonOADS,2034
2007-12,7,SourceForge,2034
2007-12,0,GitHub,2034
2007-12,0,GitLab,2034
2007-12,0,Bitbucket,2034
2015-04,6201,Total,6201
2015-04,1632,OADS,6201
2015-04,4326,NonOADS,6201
2015-04,47,SourceForge,6201
2015-04,181,GitHub,6201
2015-04,0,GitLab,6201
2015-04,15,Bitbucket,6201
2010-11,3384,Total,3384
2010-11,866,OADS,3384
2010-11,2484,NonOADS,3384
2010-11,29,SourceForge,3384
2010-11,4,GitHub,3384
2010-11,0,GitLab,3384
2010-11,1,Bitbucket,3384
2019-12,13781,Total,13781
2019-12,2704,OADS,13781
2019-12,9244,NonOADS,13781
2019-12,43,SourceForge,13781
2019-12,1752,GitHub,13781
2019-12,14,GitLab,13781
2019-12,24,Bitbucket,13781
2020-01,14763,Total,14763
2020-01,2791,OADS,14763
2020-01,10157,NonOADS,14763
2020-01,45,SourceForge,14763
2020-01,1716,GitHub,14763
2020-01,17,GitLab,14763
2020-01,37,Bitbucket,14763
2009-09,3109,Total,3109
2009-09,947,OADS,3109
2009-09,2143,NonOADS,3109
2009-09,18,SourceForge,3109
2009-09,1,GitHub,3109
2009-09,0,GitLab,3109
2009-09,0,Bitbucket,3109
2017-09,8576,Total,8576
2017-09,1990,OADS,8576
2017-09,5802,NonOADS,8576
2017-09,44,SourceForge,8576
2017-09,713,GitHub,8576
2017-09,4,GitLab,8576
2017-09,23,Bitbucket,8576
2019-08,11444,Total,11444
2019-08,2198,OADS,11444
2019-08,7633,NonOADS,11444
2019-08,30,SourceForge,11444
2019-08,1546,GitHub,11444
2019-08,19,GitLab,11444
2019-08,18,Bitbucket,11444
2021-09,22993,Total,22993
2021-09,4079,OADS,22993
2021-09,14998,NonOADS,22993
2021-09,48,SourceForge,22993
2021-09,3814,GitHub,22993
2021-09,33,GitLab,22993
2021-09,21,Bitbucket,22993
2007-08,1761,Total,1761
2007-08,465,OADS,1761
2007-08,1287,NonOADS,1761
2007-08,9,SourceForge,1761
2007-08,0,GitHub,1761
2007-08,0,GitLab,1761
2007-08,0,Bitbucket,1761
2015-08,1,Total,1
2015-08,0,OADS,1
2015-08,1,NonOADS,1
2015-08,0,SourceForge,1
2015-08,0,GitHub,1
2015-08,0,GitLab,1
2015-08,0,Bitbucket,1
